Time,Total Mechanical Energy,Moving Average
0.8054,-97.0706,-95.5177
0.8055,-97.0704,-95.5179
0.8056,-97.0701,-95.5181
0.8057,-97.0698,-95.5183
0.8058,-97.0695,-95.5185
0.8059,-97.0692,-95.5186
0.806,-97.0689,-95.5188
0.8061,-97.0686,-95.519
0.8062,-97.0683,-95.5192
0.8063,-97.068,-95.5194
0.8064,-97.0676,-95.5196
0.8065,-97.0673,-95.5198
0.8066,-97.067,-95.52
0.8067,-97.0666,-95.5202
0.8068,-97.0663,-95.5204
0.8069,-97.0659,-95.5206
0.807,-97.0656,-95.5208
0.8071,-97.0652,-95.5209
0.8072,-97.0649,-95.5211
0.8073,-97.0645,-95.5213
0.8074,-97.0641,-95.5215
0.8075,-97.0637,-95.5217
0.8076,-97.0633,-95.5219
0.8077,-97.0629,-95.5221
0.8078,-97.0625,-95.5223
0.8079,-97.0621,-95.5225
0.808,-97.0617,-95.5227
0.8081,-97.0613,-95.5229
0.8082,-97.0609,-95.523
0.8083,-97.0604,-95.5232
0.8084,-97.06,-95.5234
0.8085,-97.0596,-95.5236
0.8086,-97.0591,-95.5238
0.8087,-97.0587,-95.524
0.8088,-97.0582,-95.5242
0.8089,-97.0577,-95.5244
0.809,-97.0573,-95.5246
0.8091,-97.0568,-95.5248
0.8092,-97.0563,-95.5249
0.8093,-97.0558,-95.5251
0.8094,-97.0553,-95.5253
0.8095,-97.0548,-95.5255
0.8096,-97.0543,-95.5257
0.8097,-97.0538,-95.5259
0.8098,-97.0532,-95.5261
0.8099,-97.0527,-95.5263
0.81,-97.0522,-95.5265
0.8101,-97.0516,-95.5266
0.8102,-97.0511,-95.5268
0.8103,-97.0505,-95.527
0.8104,-97.05,-95.5272
0.8105,-97.0494,-95.5274
0.8106,-97.0488,-95.5276
0.8107,-97.0482,-95.5278
0.8108,-97.0476,-95.528
0.8109,-97.047,-95.5281
0.811,-97.0464,-95.5283
0.8111,-97.0458,-95.5285
0.8112,-97.0452,-95.5287
0.8113,-97.0446,-95.5289
0.8114,-97.0439,-95.5291
0.8115,-97.0433,-95.5293
0.8116,-97.0427,-95.5295
0.8117,-97.042,-95.5296
0.8118,-97.0413,-95.5298
0.8119,-97.0407,-95.53
0.812,-97.04,-95.5302
0.8121,-97.0393,-95.5304
0.8122,-97.0386,-95.5306
0.8123,-97.0379,-95.5308
0.8124,-97.0372,-95.5309
0.8125,-97.0365,-95.5311
0.8126,-97.0358,-95.5313
0.8127,-97.0351,-95.5315
0.8128,-97.0343,-95.5317
0.8129,-97.0336,-95.5319
0.813,-97.0328,-95.532
0.8131,-97.0321,-95.5322
0.8132,-97.0313,-95.5324
0.8133,-97.0305,-95.5326
0.8134,-97.0297,-95.5328
0.8135,-97.0289,-95.533
0.8136,-97.0281,-95.5332
0.8137,-97.0273,-95.5333
0.8138,-97.0265,-95.5335
0.8139,-97.0257,-95.5337
0.814,-97.0249,-95.5339
0.8141,-97.024,-95.5341
0.8142,-97.0232,-95.5343
0.8143,-97.0223,-95.5344
0.8144,-97.0215,-95.5346
0.8145,-97.0206,-95.5348
0.8146,-97.0197,-95.535
0.8147,-97.0189,-95.5352
0.8148,-97.018,-95.5353
0.8149,-97.0171,-95.5355
0.815,-97.0161,-95.5357
0.8151,-97.0152,-95.5359
0.8152,-97.0143,-95.5361
0.8153,-97.0134,-95.5363
0.8154,-97.0124,-95.5364
0.8155,-97.0115,-95.5366
0.8156,-97.0105,-95.5368
0.8157,-97.0095,-95.537
0.8158,-97.0086,-95.5372
0.8159,-97.0076,-95.5373
0.816,-97.0066,-95.5375
0.8161,-97.0056,-95.5377
0.8162,-97.0046,-95.5379
0.8163,-97.0036,-95.5381
0.8164,-97.0025,-95.5382
0.8165,-97.0015,-95.5384
0.8166,-97.0004,-95.5386
0.8167,-96.9994,-95.5388
0.8168,-96.9983,-95.539
0.8169,-96.9973,-95.5391
0.817,-96.9962,-95.5393
0.8171,-96.9951,-95.5395
0.8172,-96.994,-95.5397
0.8173,-96.9929,-95.5398
0.8174,-96.9918,-95.54
0.8175,-96.9906,-95.5402
0.8176,-96.9895,-95.5404
0.8177,-96.9884,-95.5406
0.8178,-96.9872,-95.5407
0.8179,-96.986,-95.5409
0.818,-96.9849,-95.5411
0.8181,-96.9837,-95.5413
0.8182,-96.9825,-95.5414
0.8183,-96.9813,-95.5416
0.8184,-96.9801,-95.5418
0.8185,-96.9789,-95.542
0.8186,-96.9777,-95.5421
0.8187,-96.9764,-95.5423
0.8188,-96.9752,-95.5425
0.8189,-96.9739,-95.5427
0.819,-96.9727,-95.5428
0.8191,-96.9714,-95.543
0.8192,-96.9701,-95.5432
0.8193,-96.9688,-95.5434
0.8194,-96.9675,-95.5435
0.8195,-96.9662,-95.5437
0.8196,-96.9649,-95.5439
0.8197,-96.9636,-95.5441
0.8198,-96.9623,-95.5442
0.8199,-96.9609,-95.5444
0.82,-96.9596,-95.5446
0.8201,-96.9582,-95.5447
0.8202,-96.9568,-95.5449
0.8203,-96.9554,-95.5451
0.8204,-96.954,-95.5453
0.8205,-96.9526,-95.5454
0.8206,-96.9512,-95.5456
0.8207,-96.9498,-95.5458
0.8208,-96.9484,-95.5459
0.8209,-96.9469,-95.5461
0.821,-96.9455,-95.5463
0.8211,-96.944,-95.5465
0.8212,-96.9426,-95.5466
0.8213,-96.9411,-95.5468
0.8214,-96.9396,-95.547
0.8215,-96.9381,-95.5471
0.8216,-96.9366,-95.5473
0.8217,-96.9351,-95.5475
0.8218,-96.9335,-95.5476
0.8219,-96.932,-95.5478
0.822,-96.9305,-95.548
0.8221,-96.9289,-95.5481
0.8222,-96.9273,-95.5483
0.8223,-96.9258,-95.5485
0.8224,-96.9242,-95.5486
0.8225,-96.9226,-95.5488
0.8226,-96.921,-95.549
0.8227,-96.9194,-95.5491
0.8228,-96.9177,-95.5493
0.8229,-96.9161,-95.5495
0.823,-96.9145,-95.5496
0.8231,-96.9128,-95.5498
0.8232,-96.9111,-95.55
0.8233,-96.9095,-95.5501
0.8234,-96.9078,-95.5503
0.8235,-96.9061,-95.5505
0.8236,-96.9044,-95.5506
0.8237,-96.9027,-95.5508
0.8238,-96.9009,-95.551
0.8239,-96.8992,-95.5511
0.824,-96.8975,-95.5513
0.8241,-96.8957,-95.5515
0.8242,-96.8939,-95.5516
0.8243,-96.8922,-95.5518
0.8244,-96.8904,-95.5519
0.8245,-96.8886,-95.5521
0.8246,-96.8868,-95.5523
0.8247,-96.885,-95.5524
0.8248,-96.8831,-95.5526
0.8249,-96.8813,-95.5528
0.825,-96.8794,-95.5529
0.8251,-96.8776,-95.5531
0.8252,-96.8757,-95.5532
0.8253,-96.8739,-95.5534
0.8254,-96.872,-95.5536
0.8255,-96.8701,-95.5537
0.8256,-96.8682,-95.5539
0.8257,-96.8663,-95.554
0.8258,-96.8643,-95.5542
0.8259,-96.8624,-95.5543
0.826,-96.8604,-95.5545
0.8261,-96.8585,-95.5547
0.8262,-96.8565,-95.5548
0.8263,-96.8545,-95.555
0.8264,-96.8526,-95.5551
0.8265,-96.8506,-95.5553
0.8266,-96.8486,-95.5554
0.8267,-96.8465,-95.5556
0.8268,-96.8445,-95.5558
0.8269,-96.8425,-95.5559
0.827,-96.8404,-95.5561
0.8271,-96.8384,-95.5562
0.8272,-96.8363,-95.5564
0.8273,-96.8342,-95.5565
0.8274,-96.8321,-95.5567
0.8275,-96.83,-95.5568
0.8276,-96.8279,-95.557
0.8277,-96.8258,-95.5571
0.8278,-96.8237,-95.5573
0.8279,-96.8215,-95.5575
0.828,-96.8194,-95.5576
0.8281,-96.8172,-95.5578
0.8282,-96.8151,-95.5579
0.8283,-96.8129,-95.5581
0.8284,-96.8107,-95.5582
0.8285,-96.8085,-95.5584
0.8286,-96.8063,-95.5585
0.8287,-96.8041,-95.5587
0.8288,-96.8018,-95.5588
0.8289,-96.7996,-95.559
0.829,-96.7973,-95.5591
0.8291,-96.7951,-95.5593
0.8292,-96.7928,-95.5594
0.8293,-96.7905,-95.5596
0.8294,-96.7882,-95.5597
0.8295,-96.7859,-95.5599
0.8296,-96.7836,-95.56
0.8297,-96.7813,-95.5602
0.8298,-96.779,-95.5603
0.8299,-96.7767,-95.5604
0.83,-96.7743,-95.5606
0.8301,-96.7719,-95.5607
0.8302,-96.7696,-95.5609
0.8303,-96.7672,-95.561
0.8304,-96.7648,-95.5612
0.8305,-96.7624,-95.5613
0.8306,-96.76,-95.5615
0.8307,-96.7576,-95.5616
0.8308,-96.7551,-95.5617
0.8309,-96.7527,-95.5619
0.831,-96.7503,-95.562
0.8311,-96.7478,-95.5622
0.8312,-96.7453,-95.5623
0.8313,-96.7428,-95.5625
0.8314,-96.7404,-95.5626
0.8315,-96.7379,-95.5627
0.8316,-96.7354,-95.5629
0.8317,-96.7328,-95.563
0.8318,-96.7303,-95.5632
0.8319,-96.7278,-95.5633
0.832,-96.7252,-95.5634
0.8321,-96.7227,-95.5636
0.8322,-96.7201,-95.5637
0.8323,-96.7175,-95.5639
0.8324,-96.7149,-95.564
0.8325,-96.7123,-95.5641
0.8326,-96.7097,-95.5643
0.8327,-96.7071,-95.5644
0.8328,-96.7045,-95.5646
0.8329,-96.7019,-95.5647
0.833,-96.6992,-95.5648
0.8331,-96.6966,-95.565
0.8332,-96.6939,-95.5651
0.8333,-96.6912,-95.565
0.8334,-96.6885,-95.565
0.8335,-96.6859,-95.5649
0.8336,-96.6832,-95.5649
0.8337,-96.6804,-95.5648
0.8338,-96.6777,-95.5648
0.8339,-96.675,-95.5647
0.834,-96.6723,-95.5647
0.8341,-96.6695,-95.5646
0.8342,-96.6668,-95.5646
0.8343,-96.664,-95.5645
0.8344,-96.6612,-95.5645
0.8345,-96.6584,-95.5644
0.8346,-96.6556,-95.5644
0.8347,-96.6528,-95.5643
0.8348,-96.65,-95.5643
0.8349,-96.6472,-95.5642
0.835,-96.6444,-95.5642
0.8351,-96.6415,-95.5641
0.8352,-96.6387,-95.5641
0.8353,-96.6358,-95.564
0.8354,-96.6329,-95.5639
0.8355,-96.6301,-95.5639
0.8356,-96.6272,-95.5638
0.8357,-96.6243,-95.5638
0.8358,-96.6214,-95.5637
0.8359,-96.6185,-95.5637
0.836,-96.6156,-95.5636
0.8361,-96.6126,-95.5635
0.8362,-96.6097,-95.5635
0.8363,-96.6067,-95.5634
0.8364,-96.6038,-95.5634
0.8365,-96.6008,-95.5633
0.8366,-96.5978,-95.5632
0.8367,-96.5949,-95.5632
0.8368,-96.5919,-95.5631
0.8369,-96.5889,-95.5631
0.837,-96.5859,-95.563
0.8371,-96.5828,-95.5629
0.8372,-96.5798,-95.5629
0.8373,-96.5768,-95.5628
0.8374,-96.5737,-95.5627
0.8375,-96.5707,-95.5627
0.8376,-96.5676,-95.5626
0.8377,-96.5646,-95.5626
0.8378,-96.5615,-95.5625
0.8379,-96.5584,-95.5624
0.838,-96.5553,-95.5624
0.8381,-96.5522,-95.5623
0.8382,-96.5491,-95.5622
0.8383,-96.546,-95.5622
0.8384,-96.5429,-95.5621
0.8385,-96.5397,-95.562
0.8386,-96.5366,-95.562
0.8387,-96.5334,-95.5619
0.8388,-96.5303,-95.5618
0.8389,-96.5271,-95.5618
0.839,-96.524,-95.5617
0.8391,-96.5208,-95.5616
0.8392,-96.5176,-95.5615
0.8393,-96.5144,-95.5615
0.8394,-96.5112,-95.5614
0.8395,-96.508,-95.5613
0.8396,-96.5048,-95.5613
0.8397,-96.5015,-95.5612
0.8398,-96.4983,-95.5611
0.8399,-96.495,-95.561
0.84,-96.4918,-95.561
0.8401,-96.4885,-95.5609
0.8402,-96.4853,-95.5608
0.8403,-96.482,-95.5608
0.8404,-96.4787,-95.5607
0.8405,-96.4754,-95.5606
0.8406,-96.4721,-95.5605
0.8407,-96.4688,-95.5605
0.8408,-96.4655,-95.5604
0.8409,-96.4622,-95.5603
0.841,-96.4589,-95.5602
0.8411,-96.4556,-95.5601
0.8412,-96.4522,-95.5601
0.8413,-96.4489,-95.56
0.8414,-96.4455,-95.5599
0.8415,-96.4422,-95.5598
0.8416,-96.4388,-95.5598
0.8417,-96.4354,-95.5597
0.8418,-96.4321,-95.5596
0.8419,-96.4287,-95.5595
0.842,-96.4253,-95.5594
0.8421,-96.4219,-95.5593
0.8422,-96.4185,-95.5593
0.8423,-96.4151,-95.5592
0.8424,-96.4117,-95.5591
0.8425,-96.4082,-95.559
0.8426,-96.4048,-95.5589
0.8427,-96.4014,-95.5589
0.8428,-96.3979,-95.5588
0.8429,-96.3945,-95.5587
0.843,-96.391,-95.5586
0.8431,-96.3876,-95.5585
0.8432,-96.3841,-95.5584
0.8433,-96.3806,-95.5583
0.8434,-96.3771,-95.5583
0.8435,-96.3736,-95.5582
0.8436,-96.3702,-95.5581
0.8437,-96.3667,-95.558
0.8438,-96.3632,-95.5579
0.8439,-96.3596,-95.5578
0.844,-96.3561,-95.5577
0.8441,-96.3526,-95.5576
0.8442,-96.3491,-95.5575
0.8443,-96.3456,-95.5575
0.8444,-96.342,-95.5574
0.8445,-96.3385,-95.5573
0.8446,-96.3349,-95.5572
0.8447,-96.3314,-95.5571
0.8448,-96.3278,-95.557
0.8449,-96.3242,-95.5569
0.845,-96.3207,-95.5568
0.8451,-96.3171,-95.5567
0.8452,-96.3135,-95.5566
0.8453,-96.3099,-95.5565
0.8454,-96.3063,-95.5564
0.8455,-96.3028,-95.5563
0.8456,-96.2992,-95.5562
0.8457,-96.2956,-95.5561
0.8458,-96.2919,-95.5561
0.8459,-96.2883,-95.556
0.846,-96.2847,-95.5559
0.8461,-96.2811,-95.5558
0.8462,-96.2775,-95.5557
0.8463,-96.2738,-95.5556
0.8464,-96.2702,-95.5555
0.8465,-96.2666,-95.5554
0.8466,-96.2629,-95.5553
0.8467,-96.2593,-95.5552
0.8468,-96.2556,-95.5551
0.8469,-96.2519,-95.555
0.847,-96.2483,-95.5549
0.8471,-96.2446,-95.5548
0.8472,-96.2409,-95.5547
0.8473,-96.2373,-95.5546
0.8474,-96.2336,-95.5544
0.8475,-96.2299,-95.5543
0.8476,-96.2262,-95.5542
0.8477,-96.2225,-95.5541
0.8478,-96.2188,-95.554
0.8479,-96.2152,-95.5539
0.848,-96.2115,-95.5538
0.8481,-96.2078,-95.5537
0.8482,-96.204,-95.5536
0.8483,-96.2003,-95.5535
0.8484,-96.1966,-95.5534
0.8485,-96.1929,-95.5533
0.8486,-96.1892,-95.5532
0.8487,-96.1855,-95.5531
0.8488,-96.1817,-95.553
0.8489,-96.178,-95.5528
0.849,-96.1743,-95.5527
0.8491,-96.1705,-95.5526
0.8492,-96.1668,-95.5525
0.8493,-96.1631,-95.5524
0.8494,-96.1593,-95.5523
0.8495,-96.1556,-95.5522
0.8496,-96.1518,-95.5521
0.8497,-96.1481,-95.552
0.8498,-96.1443,-95.5518
0.8499,-96.1406,-95.5517
0.85,-96.1368,-95.5516
0.8501,-96.1331,-95.5515
0.8502,-96.1293,-95.5514
0.8503,-96.1255,-95.5513
0.8504,-96.1218,-95.5511
0.8505,-96.118,-95.551
0.8506,-96.1142,-95.5509
0.8507,-96.1105,-95.5508
0.8508,-96.1067,-95.5507
0.8509,-96.1029,-95.5506
0.851,-96.0991,-95.5504
0.8511,-96.0954,-95.5503
0.8512,-96.0916,-95.5502
0.8513,-96.0878,-95.5501
0.8514,-96.084,-95.55
0.8515,-96.0802,-95.5498
0.8516,-96.0764,-95.5497
0.8517,-96.0727,-95.5496
0.8518,-96.0689,-95.5495
0.8519,-96.0651,-95.5494
0.852,-96.0613,-95.5492
0.8521,-96.0575,-95.5491
0.8522,-96.0537,-95.549
0.8523,-96.0499,-95.5489
0.8524,-96.0461,-95.5487
0.8525,-96.0423,-95.5486
0.8526,-96.0385,-95.5485
0.8527,-96.0348,-95.5484
0.8528,-96.031,-95.5482
0.8529,-96.0272,-95.5481
0.853,-96.0234,-95.548
0.8531,-96.0196,-95.5478
0.8532,-96.0158,-95.5477
0.8533,-96.012,-95.5476
0.8534,-96.0082,-95.5475
0.8535,-96.0044,-95.5473
0.8536,-96.0006,-95.5472
0.8537,-95.9968,-95.5471
0.8538,-95.993,-95.5469
0.8539,-95.9892,-95.5468
0.854,-95.9854,-95.5467
0.8541,-95.9816,-95.5465
0.8542,-95.9778,-95.5464
0.8543,-95.974,-95.5463
0.8544,-95.9702,-95.5461
0.8545,-95.9664,-95.546
0.8546,-95.9626,-95.5459
0.8547,-95.9589,-95.5457
0.8548,-95.9551,-95.5456
0.8549,-95.9513,-95.5455
0.855,-95.9475,-95.5453
0.8551,-95.9437,-95.5452
0.8552,-95.9399,-95.5451
0.8553,-95.9361,-95.5449
0.8554,-95.9324,-95.5448
0.8555,-95.9286,-95.5447
0.8556,-95.9248,-95.5445
0.8557,-95.921,-95.5444
0.8558,-95.9172,-95.5442
0.8559,-95.9135,-95.5441
0.856,-95.9097,-95.544
0.8561,-95.9059,-95.5438
0.8562,-95.9021,-95.5437
0.8563,-95.8984,-95.5435
0.8564,-95.8946,-95.5434
0.8565,-95.8909,-95.5433
0.8566,-95.8871,-95.5431
0.8567,-95.8833,-95.543
0.8568,-95.8796,-95.5428
0.8569,-95.8758,-95.5427
0.857,-95.8721,-95.5425
0.8571,-95.8683,-95.5424
0.8572,-95.8646,-95.5423
0.8573,-95.8608,-95.5421
0.8574,-95.8571,-95.542
0.8575,-95.8533,-95.5418
0.8576,-95.8496,-95.5417
0.8577,-95.8459,-95.5415
0.8578,-95.8422,-95.5414
0.8579,-95.8384,-95.5412
0.858,-95.8347,-95.5411
0.8581,-95.831,-95.5409
0.8582,-95.8273,-95.5408
0.8583,-95.8236,-95.5407
0.8584,-95.8198,-95.5405
0.8585,-95.8161,-95.5404
0.8586,-95.8124,-95.5402
0.8587,-95.8087,-95.5401
0.8588,-95.805,-95.5399
0.8589,-95.8013,-95.5398
0.859,-95.7977,-95.5396
0.8591,-95.794,-95.5395
0.8592,-95.7903,-95.5393
0.8593,-95.7866,-95.5391
0.8594,-95.7829,-95.539
0.8595,-95.7793,-95.5388
0.8596,-95.7756,-95.5387
0.8597,-95.772,-95.5385
0.8598,-95.7683,-95.5384
0.8599,-95.7647,-95.5382
0.86,-95.761,-95.5381
0.8601,-95.7574,-95.5379
0.8602,-95.7537,-95.5378
0.8603,-95.7501,-95.5376
0.8604,-95.7465,-95.5375
0.8605,-95.7429,-95.5373
0.8606,-95.7392,-95.5371
0.8607,-95.7356,-95.537
0.8608,-95.732,-95.5368
0.8609,-95.7284,-95.5367
0.861,-95.7248,-95.5365
0.8611,-95.7212,-95.5364
0.8612,-95.7177,-95.5362
0.8613,-95.7141,-95.536
0.8614,-95.7105,-95.5359
0.8615,-95.7069,-95.5357
0.8616,-95.7034,-95.5356
0.8617,-95.6998,-95.5354
0.8618,-95.6963,-95.5352
0.8619,-95.6927,-95.5351
0.862,-95.6892,-95.5349
0.8621,-95.6857,-95.5348
0.8622,-95.6821,-95.5346
0.8623,-95.6786,-95.5344
0.8624,-95.6751,-95.5343
0.8625,-95.6716,-95.5341
0.8626,-95.6681,-95.5339
0.8627,-95.6646,-95.5338
0.8628,-95.6611,-95.5336
0.8629,-95.6576,-95.5335
0.863,-95.6542,-95.5333
0.8631,-95.6507,-95.5331
0.8632,-95.6472,-95.533
0.8633,-95.6438,-95.5328
0.8634,-95.6403,-95.5326
0.8635,-95.6369,-95.5325
0.8636,-95.6335,-95.5323
0.8637,-95.6301,-95.5321
0.8638,-95.6266,-95.532
0.8639,-95.6232,-95.5318
0.864,-95.6198,-95.5316
0.8641,-95.6164,-95.5315
0.8642,-95.613,-95.5313
0.8643,-95.6097,-95.5311
0.8644,-95.6063,-95.531
0.8645,-95.6029,-95.5308
0.8646,-95.5996,-95.5306
0.8647,-95.5962,-95.5305
0.8648,-95.5929,-95.5303
0.8649,-95.5896,-95.5301
0.865,-95.5862,-95.5299
0.8651,-95.5829,-95.5298
0.8652,-95.5796,-95.5296
0.8653,-95.5763,-95.5294
0.8654,-95.573,-95.5293
0.8655,-95.5698,-95.5291
0.8656,-95.5665,-95.5289
0.8657,-95.5632,-95.5288
0.8658,-95.56,-95.5286
0.8659,-95.5567,-95.5284
0.866,-95.5535,-95.5282
0.8661,-95.5503,-95.5281
0.8662,-95.547,-95.5279
0.8663,-95.5438,-95.5277
0.8664,-95.5406,-95.5275
0.8665,-95.5374,-95.5274
0.8666,-95.5342,-95.5272
0.8667,-95.5311,-95.527
0.8668,-95.5279,-95.5269
0.8669,-95.5248,-95.5267
0.867,-95.5216,-95.5265
0.8671,-95.5185,-95.5263
0.8672,-95.5154,-95.5262
0.8673,-95.5122,-95.526
0.8674,-95.5091,-95.5258
0.8675,-95.506,-95.5256
0.8676,-95.503,-95.5255
0.8677,-95.4999,-95.5253
0.8678,-95.4968,-95.5251
0.8679,-95.4938,-95.5249
0.868,-95.4907,-95.5247
0.8681,-95.4877,-95.5246
0.8682,-95.4847,-95.5244
0.8683,-95.4816,-95.5242
0.8684,-95.4786,-95.524
0.8685,-95.4756,-95.5239
0.8686,-95.4727,-95.5237
0.8687,-95.4697,-95.5235
0.8688,-95.4667,-95.5233
0.8689,-95.4638,-95.5232
0.869,-95.4608,-95.523
0.8691,-95.4579,-95.5228
0.8692,-95.455,-95.5226
0.8693,-95.4521,-95.5224
0.8694,-95.4492,-95.5223
0.8695,-95.4463,-95.5221
0.8696,-95.4435,-95.5219
0.8697,-95.4406,-95.5217
0.8698,-95.4377,-95.5215
0.8699,-95.4349,-95.5214
0.87,-95.4321,-95.5212
0.8701,-95.4293,-95.521
0.8702,-95.4265,-95.5208
0.8703,-95.4237,-95.5206
0.8704,-95.4209,-95.5205
0.8705,-95.4181,-95.5203
0.8706,-95.4154,-95.5201
0.8707,-95.4126,-95.5199
0.8708,-95.4099,-95.5197
0.8709,-95.4072,-95.5196
0.871,-95.4045,-95.5194
0.8711,-95.4018,-95.5192
0.8712,-95.3991,-95.519
0.8713,-95.3964,-95.5188
0.8714,-95.3938,-95.5187
0.8715,-95.3911,-95.5185
0.8716,-95.3885,-95.5183
0.8717,-95.3859,-95.5181
0.8718,-95.3833,-95.5179
0.8719,-95.3807,-95.5178
0.872,-95.3781,-95.5176
0.8721,-95.3755,-95.5174
0.8722,-95.373,-95.5172
0.8723,-95.3704,-95.517
0.8724,-95.3679,-95.5168
0.8725,-95.3654,-95.5167
0.8726,-95.3629,-95.5165
0.8727,-95.3604,-95.5163
0.8728,-95.3579,-95.5161
0.8729,-95.3555,-95.5159
0.873,-95.353,-95.5158
0.8731,-95.3506,-95.5156
0.8732,-95.3482,-95.5154
0.8733,-95.3457,-95.5152
0.8734,-95.3433,-95.515
0.8735,-95.341,-95.5148
0.8736,-95.3386,-95.5147
0.8737,-95.3362,-95.5145
0.8738,-95.3339,-95.5143
0.8739,-95.3316,-95.5141
0.874,-95.3293,-95.5139
0.8741,-95.327,-95.5137
0.8742,-95.3247,-95.5136
0.8743,-95.3224,-95.5134
0.8744,-95.3202,-95.5132
0.8745,-95.3179,-95.513
0.8746,-95.3157,-95.5128
0.8747,-95.3135,-95.5127
0.8748,-95.3113,-95.5125
0.8749,-95.3091,-95.5123
0.875,-95.3069,-95.5121
0.8751,-95.3048,-95.5119
0.8752,-95.3026,-95.5117
0.8753,-95.3005,-95.5116
0.8754,-95.2984,-95.5114
0.8755,-95.2963,-95.5112
0.8756,-95.2942,-95.511
0.8757,-95.2922,-95.5108
0.8758,-95.2901,-95.5107
0.8759,-95.2881,-95.5105
0.876,-95.2861,-95.5103
0.8761,-95.2841,-95.5101
0.8762,-95.2821,-95.5099
0.8763,-95.2801,-95.5097
0.8764,-95.2781,-95.5096
0.8765,-95.2762,-95.5094
0.8766,-95.2743,-95.5092
0.8767,-95.2724,-95.509
0.8768,-95.2705,-95.5088
0.8769,-95.2686,-95.5087
0.877,-95.2667,-95.5085
0.8771,-95.2649,-95.5083
0.8772,-95.263,-95.5081
0.8773,-95.2612,-95.5079
0.8774,-95.2594,-95.5077
0.8775,-95.2576,-95.5076
0.8776,-95.2558,-95.5074
0.8777,-95.2541,-95.5072
0.8778,-95.2523,-95.507
0.8779,-95.2506,-95.5068
0.878,-95.2489,-95.5067
0.8781,-95.2472,-95.5065
0.8782,-95.2456,-95.5063
0.8783,-95.2439,-95.5061
0.8784,-95.2423,-95.5059
0.8785,-95.2406,-95.5058
0.8786,-95.239,-95.5056
0.8787,-95.2374,-95.5054
0.8788,-95.2358,-95.5052
0.8789,-95.2343,-95.505
0.879,-95.2327,-95.5049
0.8791,-95.2312,-95.5047
0.8792,-95.2297,-95.5045
0.8793,-95.2282,-95.5043
0.8794,-95.2267,-95.5042
0.8795,-95.2253,-95.504
0.8796,-95.2238,-95.5038
0.8797,-95.2224,-95.5036
0.8798,-95.221,-95.5034
0.8799,-95.2196,-95.5033
0.88,-95.2182,-95.5031
0.8801,-95.2169,-95.5029
0.8802,-95.2155,-95.5027
0.8803,-95.2142,-95.5026
0.8804,-95.2129,-95.5024
0.8805,-95.2116,-95.5022
0.8806,-95.2103,-95.502
0.8807,-95.2091,-95.5019
0.8808,-95.2078,-95.5017
0.8809,-95.2066,-95.5015
0.881,-95.2054,-95.5013
0.8811,-95.2042,-95.5012
0.8812,-95.203,-95.501
0.8813,-95.2019,-95.5008
0.8814,-95.2008,-95.5006
0.8815,-95.1996,-95.5005
0.8816,-95.1985,-95.5003
0.8817,-95.1975,-95.5001
0.8818,-95.1964,-95.4999
0.8819,-95.1953,-95.4998
0.882,-95.1943,-95.4996
0.8821,-95.1933,-95.4994
0.8822,-95.1923,-95.4993
0.8823,-95.1913,-95.4991
0.8824,-95.1904,-95.4989
0.8825,-95.1894,-95.4987
0.8826,-95.1885,-95.4986
0.8827,-95.1876,-95.4984
0.8828,-95.1867,-95.4982
0.8829,-95.1859,-95.4981
0.883,-95.185,-95.4979
0.8831,-95.1842,-95.4977
0.8832,-95.1834,-95.4976
0.8833,-95.1826,-95.4974
0.8834,-95.1818,-95.4972
0.8835,-95.181,-95.497
0.8836,-95.1803,-95.4969
0.8837,-95.1796,-95.4967
0.8838,-95.1789,-95.4965
0.8839,-95.1782,-95.4964
0.884,-95.1775,-95.4962
0.8841,-95.1769,-95.496
0.8842,-95.1762,-95.4959
0.8843,-95.1756,-95.4957
0.8844,-95.175,-95.4956
0.8845,-95.1745,-95.4954
0.8846,-95.1739,-95.4952
0.8847,-95.1734,-95.4951
0.8848,-95.1728,-95.4949
0.8849,-95.1723,-95.4947
0.885,-95.1719,-95.4946
0.8851,-95.1714,-95.4944
0.8852,-95.171,-95.4943
0.8853,-95.1705,-95.4941
0.8854,-95.1701,-95.4939
0.8855,-95.1697,-95.4938
0.8856,-95.1694,-95.4936
0.8857,-95.169,-95.4934
0.8858,-95.1687,-95.4933
0.8859,-95.1684,-95.4931
0.886,-95.1681,-95.493
0.8861,-95.1678,-95.4928
0.8862,-95.1675,-95.4927
0.8863,-95.1673,-95.4925
0.8864,-95.1671,-95.4923
0.8865,-95.1669,-95.4922
0.8866,-95.1667,-95.492
0.8867,-95.1665,-95.4919
0.8868,-95.1664,-95.4917
0.8869,-95.1663,-95.4916
0.887,-95.1662,-95.4914
0.8871,-95.1661,-95.4913
0.8872,-95.166,-95.4911
0.8873,-95.166,-95.491
0.8874,-95.1659,-95.4908
0.8875,-95.1659,-95.4907
0.8876,-95.1659,-95.4905
0.8877,-95.166,-95.4903
0.8878,-95.166,-95.4902
0.8879,-95.1661,-95.49
0.888,-95.1662,-95.4899
0.8881,-95.1663,-95.4898
0.8882,-95.1664,-95.4896
0.8883,-95.1665,-95.4895
0.8884,-95.1667,-95.4893
0.8885,-95.1669,-95.4892
0.8886,-95.1671,-95.489
0.8887,-95.1673,-95.4889
0.8888,-95.1676,-95.4887
0.8889,-95.1678,-95.4886
