Time,Total Mechanical Energy,Moving Average
0,-97.1,-97.1
0.0001,-97.1,-97.1
0.0002,-97.1,-97.1
0.0003,-97.1,-97.1
0.0004,-97.1,-97.1
0.0005,-97.1,-97.1
0.0006,-97.1,-97.1
0.0007,-97.1,-97.1
0.0008,-97.1,-97.1
0.0009,-97.1,-97.1
0.001,-97.1,-97.1
0.0011,-97.1,-97.1
0.0012,-97.1,-97.1
0.0013,-97.1,-97.1
0.0014,-97.1,-97.1
0.0015,-97.1,-97.1
0.0016,-97.1,-97.1
0.0017,-97.1,-97.1
0.0018,-97.1,-97.1
0.0019,-97.1,-97.1
0.002,-97.1,-97.1
0.0021,-97.1,-97.1
0.0022,-97.1,-97.1
0.0023,-97.1,-97.1
0.0024,-97.1,-97.1
0.0025,-97.1,-97.1
0.0026,-97.1,-97.1
0.0027,-97.1,-97.1
0.0028,-97.1,-97.1
0.0029,-97.1,-97.1
0.003,-97.1,-97.1
0.0031,-97.1,-97.1
0.0032,-97.1,-97.1
0.0033,-97.1,-97.1
0.0034,-97.1,-97.1
0.0035,-97.1,-97.1
0.0036,-97.1,-97.1
0.0037,-97.1,-97.1
0.0038,-97.1,-97.1
0.0039,-97.1,-97.1
0.004,-97.1,-97.1
0.0041,-97.1,-97.1
0.0042,-97.1,-97.1
0.0043,-97.1,-97.1
0.0044,-97.1,-97.1
0.0045,-97.1,-97.1
0.0046,-97.0999,-97.1
0.0047,-97.0999,-97.1
0.0048,-97.0999,-97.1
0.0049,-97.0999,-97.1
0.005,-97.0999,-97.1
0.0051,-97.0999,-97.1
0.0052,-97.0999,-97.1
0.0053,-97.0999,-97.1
0.0054,-97.0999,-97.1
0.0055,-97.0999,-97.1
0.0056,-97.0999,-97.1
0.0057,-97.0999,-97.1
0.0058,-97.0999,-97.1
0.0059,-97.0999,-97.1
0.006,-97.0998,-97.1
0.0061,-97.0998,-97.1
0.0062,-97.0998,-97.1
0.0063,-97.0998,-97.1
0.0064,-97.0998,-97.1
0.0065,-97.0998,-97.1
0.0066,-97.0998,-97.1
0.0067,-97.0998,-97.1
0.0068,-97.0998,-97.0999
0.0069,-97.0997,-97.0999
0.007,-97.0997,-97.0999
0.0071,-97.0997,-97.0999
0.0072,-97.0997,-97.0999
0.0073,-97.0997,-97.0999
0.0074,-97.0997,-97.0999
0.0075,-97.0996,-97.0999
0.0076,-97.0996,-97.0999
0.0077,-97.0996,-97.0999
0.0078,-97.0996,-97.0999
0.0079,-97.0996,-97.0999
0.008,-97.0995,-97.0999
0.0081,-97.0995,-97.0999
0.0082,-97.0995,-97.0999
0.0083,-97.0995,-97.0999
0.0084,-97.0994,-97.0999
0.0085,-97.0994,-97.0999
0.0086,-97.0994,-97.0999
0.0087,-97.0993,-97.0999
0.0088,-97.0993,-97.0999
0.0089,-97.0993,-97.0999
0.009,-97.0993,-97.0998
0.0091,-97.0992,-97.0998
0.0092,-97.0992,-97.0998
0.0093,-97.0992,-97.0998
0.0094,-97.0991,-97.0998
0.0095,-97.0991,-97.0998
0.0096,-97.099,-97.0998
0.0097,-97.099,-97.0998
0.0098,-97.099,-97.0998
0.0099,-97.0989,-97.0998
0.01,-97.0989,-97.0998
0.0101,-97.0988,-97.0998
0.0102,-97.0988,-97.0997
0.0103,-97.0987,-97.0997
0.0104,-97.0987,-97.0997
0.0105,-97.0986,-97.0997
0.0106,-97.0986,-97.0997
0.0107,-97.0985,-97.0997
0.0108,-97.0985,-97.0997
0.0109,-97.0984,-97.0997
0.011,-97.0984,-97.0997
0.0111,-97.0983,-97.0997
0.0112,-97.0982,-97.0996
0.0113,-97.0982,-97.0996
0.0114,-97.0981,-97.0996
0.0115,-97.098,-97.0996
0.0116,-97.098,-97.0996
0.0117,-97.0979,-97.0996
0.0118,-97.0978,-97.0996
0.0119,-97.0978,-97.0995
0.012,-97.0977,-97.0995
0.0121,-97.0976,-97.0995
0.0122,-97.0975,-97.0995
0.0123,-97.0974,-97.0995
0.0124,-97.0974,-97.0995
0.0125,-97.0973,-97.0994
0.0126,-97.0972,-97.0994
0.0127,-97.0971,-97.0994
0.0128,-97.097,-97.0994
0.0129,-97.0969,-97.0994
0.013,-97.0968,-97.0993
0.0131,-97.0967,-97.0993
0.0132,-97.0966,-97.0993
0.0133,-97.0965,-97.0993
0.0134,-97.0964,-97.0993
0.0135,-97.0963,-97.0992
0.0136,-97.0962,-97.0992
0.0137,-97.0961,-97.0992
0.0138,-97.096,-97.0992
0.0139,-97.0959,-97.0992
0.014,-97.0957,-97.0991
0.0141,-97.0956,-97.0991
0.0142,-97.0955,-97.0991
0.0143,-97.0954,-97.0991
0.0144,-97.0952,-97.099
0.0145,-97.0951,-97.099
0.0146,-97.095,-97.099
0.0147,-97.0948,-97.0989
0.0148,-97.0947,-97.0989
0.0149,-97.0946,-97.0989
0.015,-97.0944,-97.0989
0.0151,-97.0943,-97.0988
0.0152,-97.0941,-97.0988
0.0153,-97.094,-97.0988
0.0154,-97.0938,-97.0987
0.0155,-97.0937,-97.0987
0.0156,-97.0935,-97.0987
0.0157,-97.0933,-97.0986
0.0158,-97.0932,-97.0986
0.0159,-97.093,-97.0986
0.016,-97.0928,-97.0985
0.0161,-97.0926,-97.0985
0.0162,-97.0925,-97.0985
0.0163,-97.0923,-97.0984
0.0164,-97.0921,-97.0984
0.0165,-97.0919,-97.0983
0.0166,-97.0917,-97.0983
0.0167,-97.0915,-97.0983
0.0168,-97.0913,-97.0982
0.0169,-97.0911,-97.0982
0.017,-97.0909,-97.0981
0.0171,-97.0907,-97.0981
0.0172,-97.0905,-97.098
0.0173,-97.0902,-97.098
0.0174,-97.09,-97.098
0.0175,-97.0898,-97.0979
0.0176,-97.0896,-97.0979
0.0177,-97.0893,-97.0978
0.0178,-97.0891,-97.0978
0.0179,-97.0889,-97.0977
0.018,-97.0886,-97.0977
0.0181,-97.0884,-97.0976
0.0182,-97.0881,-97.0976
0.0183,-97.0879,-97.0975
0.0184,-97.0876,-97.0975
0.0185,-97.0873,-97.0974
0.0186,-97.0871,-97.0973
0.0187,-97.0868,-97.0973
0.0188,-97.0865,-97.0972
0.0189,-97.0862,-97.0972
0.019,-97.0859,-97.0971
0.0191,-97.0856,-97.0971
0.0192,-97.0854,-97.097
0.0193,-97.0851,-97.0969
0.0194,-97.0847,-97.0969
0.0195,-97.0844,-97.0968
0.0196,-97.0841,-97.0967
0.0197,-97.0838,-97.0967
0.0198,-97.0835,-97.0966
0.0199,-97.0832,-97.0965
0.02,-97.0828,-97.0965
0.0201,-97.0825,-97.0964
0.0202,-97.0822,-97.0963
0.0203,-97.0818,-97.0963
0.0204,-97.0815,-97.0962
0.0205,-97.0811,-97.0961
0.0206,-97.0807,-97.096
0.0207,-97.0804,-97.096
0.0208,-97.08,-97.0959
0.0209,-97.0796,-97.0958
0.021,-97.0792,-97.0957
0.0211,-97.0789,-97.0957
0.0212,-97.0785,-97.0956
0.0213,-97.0781,-97.0955
0.0214,-97.0777,-97.0954
0.0215,-97.0773,-97.0953
0.0216,-97.0769,-97.0952
0.0217,-97.0764,-97.0952
0.0218,-97.076,-97.0951
0.0219,-97.0756,-97.095
0.022,-97.0752,-97.0949
0.0221,-97.0747,-97.0948
0.0222,-97.0743,-97.0947
0.0223,-97.0738,-97.0946
0.0224,-97.0734,-97.0945
0.0225,-97.0729,-97.0944
0.0226,-97.0724,-97.0943
0.0227,-97.072,-97.0942
0.0228,-97.0715,-97.0941
0.0229,-97.071,-97.094
0.023,-97.0705,-97.0939
0.0231,-97.07,-97.0938
0.0232,-97.0695,-97.0937
0.0233,-97.069,-97.0936
0.0234,-97.0685,-97.0935
0.0235,-97.0679,-97.0934
0.0236,-97.0674,-97.0933
0.0237,-97.0669,-97.0932
0.0238,-97.0663,-97.0931
0.0239,-97.0658,-97.093
0.024,-97.0652,-97.0928
0.0241,-97.0647,-97.0927
0.0242,-97.0641,-97.0926
0.0243,-97.0635,-97.0925
0.0244,-97.063,-97.0924
0.0245,-97.0624,-97.0922
0.0246,-97.0618,-97.0921
0.0247,-97.0612,-97.092
0.0248,-97.0606,-97.0919
0.0249,-97.06,-97.0917
0.025,-97.0593,-97.0916
0.0251,-97.0587,-97.0915
0.0252,-97.0581,-97.0914
0.0253,-97.0574,-97.0912
0.0254,-97.0568,-97.0911
0.0255,-97.0561,-97.0909
0.0256,-97.0555,-97.0908
0.0257,-97.0548,-97.0907
0.0258,-97.0541,-97.0905
0.0259,-97.0534,-97.0904
0.026,-97.0527,-97.0902
0.0261,-97.052,-97.0901
0.0262,-97.0513,-97.0899
0.0263,-97.0506,-97.0898
0.0264,-97.0499,-97.0896
0.0265,-97.0492,-97.0895
0.0266,-97.0484,-97.0893
0.0267,-97.0477,-97.0892
0.0268,-97.0469,-97.089
0.0269,-97.0462,-97.0889
0.027,-97.0454,-97.0887
0.0271,-97.0446,-97.0885
0.0272,-97.0439,-97.0884
0.0273,-97.0431,-97.0882
0.0274,-97.0423,-97.0881
0.0275,-97.0415,-97.0879
0.0276,-97.0406,-97.0877
0.0277,-97.0398,-97.0875
0.0278,-97.039,-97.0874
0.0279,-97.0382,-97.0872
0.028,-97.0373,-97.087
0.0281,-97.0365,-97.0868
0.0282,-97.0356,-97.0867
0.0283,-97.0347,-97.0865
0.0284,-97.0338,-97.0863
0.0285,-97.0329,-97.0861
0.0286,-97.0321,-97.0859
0.0287,-97.0311,-97.0857
0.0288,-97.0302,-97.0855
0.0289,-97.0293,-97.0853
0.029,-97.0284,-97.0851
0.0291,-97.0274,-97.0849
0.0292,-97.0265,-97.0847
0.0293,-97.0255,-97.0845
0.0294,-97.0246,-97.0843
0.0295,-97.0236,-97.0841
0.0296,-97.0226,-97.0839
0.0297,-97.0216,-97.0837
0.0298,-97.0206,-97.0835
0.0299,-97.0196,-97.0833
0.03,-97.0186,-97.0831
0.0301,-97.0176,-97.0829
0.0302,-97.0165,-97.0826
0.0303,-97.0155,-97.0824
0.0304,-97.0144,-97.0822
0.0305,-97.0134,-97.082
0.0306,-97.0123,-97.0817
0.0307,-97.0112,-97.0815
0.0308,-97.0101,-97.0813
0.0309,-97.009,-97.0811
0.031,-97.0079,-97.0808
0.0311,-97.0068,-97.0806
0.0312,-97.0056,-97.0803
0.0313,-97.0045,-97.0801
0.0314,-97.0034,-97.0799
0.0315,-97.0022,-97.0796
0.0316,-97.001,-97.0794
0.0317,-96.9998,-97.0791
0.0318,-96.9987,-97.0789
0.0319,-96.9975,-97.0786
0.032,-96.9962,-97.0783
0.0321,-96.995,-97.0781
0.0322,-96.9938,-97.0778
0.0323,-96.9926,-97.0776
0.0324,-96.9913,-97.0773
0.0325,-96.9901,-97.077
0.0326,-96.9888,-97.0768
0.0327,-96.9875,-97.0765
0.0328,-96.9862,-97.0762
0.0329,-96.9849,-97.0759
0.033,-96.9836,-97.0757
0.0331,-96.9823,-97.0754
0.0332,-96.981,-97.0751
0.0333,-96.9796,-97.0748
0.0334,-96.9783,-97.0745
0.0335,-96.9769,-97.0742
0.0336,-96.9755,-97.0739
0.0337,-96.9742,-97.0736
0.0338,-96.9728,-97.0733
0.0339,-96.9714,-97.073
0.034,-96.97,-97.0727
0.0341,-96.9685,-97.0724
0.0342,-96.9671,-97.0721
0.0343,-96.9656,-97.0718
0.0344,-96.9642,-97.0715
0.0345,-96.9627,-97.0712
0.0346,-96.9612,-97.0709
0.0347,-96.9598,-97.0706
0.0348,-96.9583,-97.0702
0.0349,-96.9567,-97.0699
0.035,-96.9552,-97.0696
0.0351,-96.9537,-97.0693
0.0352,-96.9521,-97.0689
0.0353,-96.9506,-97.0686
0.0354,-96.949,-97.0683
0.0355,-96.9474,-97.0679
0.0356,-96.9459,-97.0676
0.0357,-96.9443,-97.0672
0.0358,-96.9426,-97.0669
0.0359,-96.941,-97.0665
0.036,-96.9394,-97.0662
0.0361,-96.9377,-97.0658
0.0362,-96.9361,-97.0655
0.0363,-96.9344,-97.0651
0.0364,-96.9327,-97.0647
0.0365,-96.931,-97.0644
0.0366,-96.9293,-97.064
0.0367,-96.9276,-97.0636
0.0368,-96.9259,-97.0633
0.0369,-96.9242,-97.0629
0.037,-96.9224,-97.0625
0.0371,-96.9206,-97.0621
0.0372,-96.9189,-97.0617
0.0373,-96.9171,-97.0614
0.0374,-96.9153,-97.061
0.0375,-96.9135,-97.0606
0.0376,-96.9117,-97.0602
0.0377,-96.9098,-97.0598
0.0378,-96.908,-97.0594
0.0379,-96.9061,-97.059
0.038,-96.9043,-97.0586
0.0381,-96.9024,-97.0582
0.0382,-96.9005,-97.0578
0.0383,-96.8986,-97.0573
0.0384,-96.8967,-97.0569
0.0385,-96.8947,-97.0565
0.0386,-96.8928,-97.0561
0.0387,-96.8908,-97.0557
0.0388,-96.8889,-97.0552
0.0389,-96.8869,-97.0548
0.039,-96.8849,-97.0544
0.0391,-96.8829,-97.0539
0.0392,-96.8809,-97.0535
0.0393,-96.8789,-97.053
0.0394,-96.8768,-97.0526
0.0395,-96.8748,-97.0521
0.0396,-96.8727,-97.0517
0.0397,-96.8706,-97.0512
0.0398,-96.8685,-97.0508
0.0399,-96.8664,-97.0503
0.04,-96.8643,-97.0499
0.0401,-96.8622,-97.0494
0.0402,-96.8601,-97.0489
0.0403,-96.8579,-97.0484
0.0404,-96.8557,-97.048
0.0405,-96.8536,-97.0475
0.0406,-96.8514,-97.047
0.0407,-96.8492,-97.0465
0.0408,-96.847,-97.046
0.0409,-96.8447,-97.0455
0.041,-96.8425,-97.0451
0.0411,-96.8402,-97.0446
0.0412,-96.838,-97.0441
0.0413,-96.8357,-97.0435
0.0414,-96.8334,-97.043
0.0415,-96.8311,-97.0425
0.0416,-96.8288,-97.042
0.0417,-96.8264,-97.0415
0.0418,-96.8241,-97.041
0.0419,-96.8217,-97.0405
0.042,-96.8194,-97.0399
0.0421,-96.817,-97.0394
0.0422,-96.8146,-97.0389
0.0423,-96.8122,-97.0383
0.0424,-96.8097,-97.0378
0.0425,-96.8073,-97.0373
0.0426,-96.8049,-97.0367
0.0427,-96.8024,-97.0362
0.0428,-96.7999,-97.0356
0.0429,-96.7974,-97.0351
0.043,-96.7949,-97.0345
0.0431,-96.7924,-97.034
0.0432,-96.7899,-97.0334
0.0433,-96.7873,-97.0328
0.0434,-96.7848,-97.0323
0.0435,-96.7822,-97.0317
0.0436,-96.7796,-97.0311
0.0437,-96.777,-97.0305
0.0438,-96.7744,-97.0299
0.0439,-96.7718,-97.0294
0.044,-96.7692,-97.0288
0.0441,-96.7665,-97.0282
0.0442,-96.7639,-97.0276
0.0443,-96.7612,-97.027
0.0444,-96.7585,-97.0264
0.0445,-96.7558,-97.0258
0.0446,-96.7531,-97.0252
0.0447,-96.7503,-97.0245
0.0448,-96.7476,-97.0239
0.0449,-96.7448,-97.0233
0.045,-96.7421,-97.0227
0.0451,-96.7393,-97.022
0.0452,-96.7365,-97.0214
0.0453,-96.7337,-97.0208
0.0454,-96.7309,-97.0201
0.0455,-96.728,-97.0195
0.0456,-96.7252,-97.0189
0.0457,-96.7223,-97.0182
0.0458,-96.7194,-97.0176
0.0459,-96.7165,-97.0169
0.046,-96.7136,-97.0163
0.0461,-96.7107,-97.0156
0.0462,-96.7078,-97.0149
0.0463,-96.7048,-97.0143
0.0464,-96.7019,-97.0136
0.0465,-96.6989,-97.0129
0.0466,-96.6959,-97.0122
0.0467,-96.6929,-97.0115
0.0468,-96.6899,-97.0109
0.0469,-96.6869,-97.0102
0.047,-96.6838,-97.0095
0.0471,-96.6808,-97.0088
0.0472,-96.6777,-97.0081
0.0473,-96.6746,-97.0074
0.0474,-96.6715,-97.0067
0.0475,-96.6684,-97.006
0.0476,-96.6653,-97.0052
0.0477,-96.6621,-97.0045
0.0478,-96.659,-97.0038
0.0479,-96.6558,-97.0031
0.048,-96.6526,-97.0024
0.0481,-96.6494,-97.0016
0.0482,-96.6462,-97.0009
0.0483,-96.643,-97.0001
0.0484,-96.6398,-96.9994
0.0485,-96.6365,-96.9987
0.0486,-96.6333,-96.9979
0.0487,-96.63,-96.9972
0.0488,-96.6267,-96.9964
0.0489,-96.6234,-96.9956
0.049,-96.6201,-96.9949
0.0491,-96.6167,-96.9941
0.0492,-96.6134,-96.9933
0.0493,-96.61,-96.9926
0.0494,-96.6067,-96.9918
0.0495,-96.6033,-96.991
0.0496,-96.5999,-96.9902
0.0497,-96.5965,-96.9894
0.0498,-96.593,-96.9886
0.0499,-96.5896,-96.9878
0.05,-96.5861,-96.987
0.0501,-96.5827,-96.9862
0.0502,-96.5792,-96.9854
0.0503,-96.5757,-96.9846
0.0504,-96.5722,-96.9838
0.0505,-96.5687,-96.983
0.0506,-96.5651,-96.9821
0.0507,-96.5616,-96.9813
0.0508,-96.558,-96.9805
0.0509,-96.5544,-96.9796
0.051,-96.5508,-96.9788
0.0511,-96.5472,-96.978
0.0512,-96.5436,-96.9771
0.0513,-96.54,-96.9763
0.0514,-96.5363,-96.9754
0.0515,-96.5327,-96.9745
0.0516,-96.529,-96.9737
0.0517,-96.5253,-96.9728
0.0518,-96.5216,-96.9719
0.0519,-96.5179,-96.9711
0.052,-96.5142,-96.9702
0.0521,-96.5104,-96.9693
0.0522,-96.5067,-96.9684
0.0523,-96.5029,-96.9675
0.0524,-96.4991,-96.9667
0.0525,-96.4953,-96.9658
0.0526,-96.4915,-96.9649
0.0527,-96.4877,-96.964
0.0528,-96.4839,-96.963
0.0529,-96.48,-96.9621
0.053,-96.4762,-96.9612
0.0531,-96.4723,-96.9603
0.0532,-96.4684,-96.9594
0.0533,-96.4645,-96.9584
0.0534,-96.4606,-96.9575
0.0535,-96.4566,-96.9566
0.0536,-96.4527,-96.9556
0.0537,-96.4487,-96.9547
0.0538,-96.4448,-96.9538
0.0539,-96.4408,-96.9528
0.054,-96.4368,-96.9519
0.0541,-96.4328,-96.9509
0.0542,-96.4288,-96.9499
0.0543,-96.4247,-96.949
0.0544,-96.4207,-96.948
0.0545,-96.4166,-96.947
0.0546,-96.4125,-96.9461
0.0547,-96.4085,-96.9451
0.0548,-96.4044,-96.9441
0.0549,-96.4002,-96.9431
0.055,-96.3961,-96.9421
0.0551,-96.392,-96.9411
0.0552,-96.3878,-96.9401
0.0553,-96.3837,-96.9391
0.0554,-96.3795,-96.9381
0.0555,-96.3753,-96.9371
0.0556,-96.3711,-96.9361
0.0557,-96.3669,-96.935
0.0558,-96.3626,-96.934
0.0559,-96.3584,-96.933
0.056,-96.3541,-96.932
0.0561,-96.3499,-96.9309
0.0562,-96.3456,-96.9299
0.0563,-96.3413,-96.9288
0.0564,-96.337,-96.9278
0.0565,-96.3327,-96.9267
0.0566,-96.3283,-96.9257
0.0567,-96.324,-96.9246
0.0568,-96.3196,-96.9236
0.0569,-96.3153,-96.9225
0.057,-96.3109,-96.9214
0.0571,-96.3065,-96.9204
0.0572,-96.3021,-96.9193
0.0573,-96.2976,-96.9182
0.0574,-96.2932,-96.9171
0.0575,-96.2888,-96.916
0.0576,-96.2843,-96.9149
0.0577,-96.2798,-96.9138
0.0578,-96.2754,-96.9127
0.0579,-96.2709,-96.9116
0.058,-96.2664,-96.9105
0.0581,-96.2618,-96.9094
0.0582,-96.2573,-96.9083
0.0583,-96.2528,-96.9071
0.0584,-96.2482,-96.906
0.0585,-96.2437,-96.9049
0.0586,-96.2391,-96.9038
0.0587,-96.2345,-96.9026
0.0588,-96.2299,-96.9015
0.0589,-96.2253,-96.9003
0.059,-96.2206,-96.8992
0.0591,-96.216,-96.898
0.0592,-96.2114,-96.8969
0.0593,-96.2067,-96.8957
0.0594,-96.202,-96.8945
0.0595,-96.1973,-96.8934
0.0596,-96.1926,-96.8922
0.0597,-96.1879,-96.891
0.0598,-96.1832,-96.8898
0.0599,-96.1785,-96.8886
0.06,-96.1737,-96.8875
0.0601,-96.169,-96.8863
0.0602,-96.1642,-96.8851
0.0603,-96.1594,-96.8839
0.0604,-96.1546,-96.8827
0.0605,-96.1498,-96.8815
0.0606,-96.145,-96.8802
0.0607,-96.1402,-96.879
0.0608,-96.1354,-96.8778
0.0609,-96.1305,-96.8766
0.061,-96.1257,-96.8753
0.0611,-96.1208,-96.8741
0.0612,-96.1159,-96.8729
0.0613,-96.111,-96.8716
0.0614,-96.1061,-96.8704
0.0615,-96.1012,-96.8691
0.0616,-96.0963,-96.8679
0.0617,-96.0914,-96.8666
0.0618,-96.0864,-96.8654
0.0619,-96.0815,-96.8641
0.062,-96.0765,-96.8628
0.0621,-96.0716,-96.8616
0.0622,-96.0666,-96.8603
0.0623,-96.0616,-96.859
0.0624,-96.0566,-96.8577
0.0625,-96.0516,-96.8564
0.0626,-96.0465,-96.8551
0.0627,-96.0415,-96.8539
0.0628,-96.0364,-96.8526
0.0629,-96.0314,-96.8512
0.063,-96.0263,-96.8499
0.0631,-96.0212,-96.8486
0.0632,-96.0162,-96.8473
0.0633,-96.0111,-96.846
0.0634,-96.006,-96.8447
0.0635,-96.0008,-96.8433
0.0636,-95.9957,-96.842
0.0637,-95.9906,-96.8407
0.0638,-95.9854,-96.8393
0.0639,-95.9803,-96.838
0.064,-95.9751,-96.8367
0.0641,-95.9699,-96.8353
0.0642,-95.9647,-96.834
0.0643,-95.9596,-96.8326
0.0644,-95.9544,-96.8312
0.0645,-95.9491,-96.8299
0.0646,-95.9439,-96.8285
0.0647,-95.9387,-96.8271
0.0648,-95.9334,-96.8257
0.0649,-95.9282,-96.8244
0.065,-95.9229,-96.823
0.0651,-95.9177,-96.8216
0.0652,-95.9124,-96.8202
0.0653,-95.9071,-96.8188
0.0654,-95.9018,-96.8174
0.0655,-95.8965,-96.816
0.0656,-95.8912,-96.8146
0.0657,-95.8859,-96.8132
0.0658,-95.8806,-96.8118
0.0659,-95.8752,-96.8103
0.066,-95.8699,-96.8089
0.0661,-95.8645,-96.8075
0.0662,-95.8592,-96.8061
0.0663,-95.8538,-96.8046
0.0664,-95.8484,-96.8032
0.0665,-95.843,-96.8018
0.0666,-95.8376,-96.8003
0.0667,-95.8322,-96.7989
0.0668,-95.8268,-96.7974
0.0669,-95.8214,-96.7959
0.067,-95.816,-96.7945
0.0671,-95.8105,-96.793
0.0672,-95.8051,-96.7916
0.0673,-95.7996,-96.7901
0.0674,-95.7942,-96.7886
0.0675,-95.7887,-96.7871
0.0676,-95.7832,-96.7856
0.0677,-95.7778,-96.7842
0.0678,-95.7723,-96.7827
0.0679,-95.7668,-96.7812
0.068,-95.7613,-96.7797
0.0681,-95.7558,-96.7782
0.0682,-95.7502,-96.7767
0.0683,-95.7447,-96.7752
0.0684,-95.7392,-96.7737
0.0685,-95.7337,-96.7721
0.0686,-95.7281,-96.7706
0.0687,-95.7226,-96.7691
0.0688,-95.717,-96.7676
0.0689,-95.7114,-96.766
0.069,-95.7059,-96.7645
0.0691,-95.7003,-96.763
0.0692,-95.6947,-96.7614
0.0693,-95.6891,-96.7599
0.0694,-95.6835,-96.7583
0.0695,-95.6779,-96.7568
0.0696,-95.6723,-96.7552
0.0697,-95.6667,-96.7537
0.0698,-95.6611,-96.7521
0.0699,-95.6554,-96.7505
0.07,-95.6498,-96.749
0.0701,-95.6442,-96.7474
0.0702,-95.6385,-96.7458
0.0703,-95.6329,-96.7442
0.0704,-95.6272,-96.7426
0.0705,-95.6216,-96.7411
0.0706,-95.6159,-96.7395
0.0707,-95.6102,-96.7379
0.0708,-95.6045,-96.7363
0.0709,-95.5989,-96.7347
0.071,-95.5932,-96.7331
0.0711,-95.5875,-96.7315
0.0712,-95.5818,-96.7298
0.0713,-95.5761,-96.7282
0.0714,-95.5704,-96.7266
0.0715,-95.5647,-96.725
0.0716,-95.5589,-96.7234
0.0717,-95.5532,-96.7217
0.0718,-95.5475,-96.7201
0.0719,-95.5418,-96.7185
0.072,-95.536,-96.7168
0.0721,-95.5303,-96.7152
0.0722,-95.5245,-96.7135
0.0723,-95.5188,-96.7119
0.0724,-95.513,-96.7102
0.0725,-95.5073,-96.7086
0.0726,-95.5015,-96.7069
0.0727,-95.4958,-96.7052
0.0728,-95.49,-96.7036
0.0729,-95.4842,-96.7019
0.073,-95.4785,-96.7002
0.0731,-95.4727,-96.6986
0.0732,-95.4669,-96.6969
0.0733,-95.4611,-96.6952
0.0734,-95.4553,-96.6935
0.0735,-95.4495,-96.6918
0.0736,-95.4437,-96.6901
0.0737,-95.4379,-96.6884
0.0738,-95.4321,-96.6867
0.0739,-95.4263,-96.685
0.074,-95.4205,-96.6833
0.0741,-95.4147,-96.6816
0.0742,-95.4089,-96.6799
0.0743,-95.4031,-96.6782
0.0744,-95.3973,-96.6765
0.0745,-95.3914,-96.6747
0.0746,-95.3856,-96.673
0.0747,-95.3798,-96.6713
0.0748,-95.374,-96.6695
0.0749,-95.3681,-96.6678
0.075,-95.3623,-96.6661
0.0751,-95.3565,-96.6643
0.0752,-95.3506,-96.6626
0.0753,-95.3448,-96.6608
0.0754,-95.3389,-96.6591
0.0755,-95.3331,-96.6573
0.0756,-95.3273,-96.6556
0.0757,-95.3214,-96.6538
0.0758,-95.3156,-96.6521
0.0759,-95.3097,-96.6503
0.076,-95.3039,-96.6485
0.0761,-95.298,-96.6467
0.0762,-95.2922,-96.645
0.0763,-95.2863,-96.6432
0.0764,-95.2805,-96.6414
0.0765,-95.2746,-96.6396
0.0766,-95.2688,-96.6378
0.0767,-95.2629,-96.636
0.0768,-95.257,-96.6343
0.0769,-95.2512,-96.6325
0.077,-95.2453,-96.6307
0.0771,-95.2395,-96.6289
0.0772,-95.2336,-96.6271
0.0773,-95.2277,-96.6252
0.0774,-95.2219,-96.6234
0.0775,-95.216,-96.6216
0.0776,-95.2102,-96.6198
0.0777,-95.2043,-96.618
0.0778,-95.1985,-96.6162
0.0779,-95.1926,-96.6143
0.078,-95.1867,-96.6125
0.0781,-95.1809,-96.6107
0.0782,-95.175,-96.6088
0.0783,-95.1692,-96.607
0.0784,-95.1633,-96.6052
0.0785,-95.1575,-96.6033
0.0786,-95.1516,-96.6015
0.0787,-95.1458,-96.5996
0.0788,-95.1399,-96.5978
0.0789,-95.1341,-96.5959
0.079,-95.1282,-96.5941
0.0791,-95.1224,-96.5922
0.0792,-95.1165,-96.5904
0.0793,-95.1107,-96.5885
0.0794,-95.1048,-96.5866
0.0795,-95.099,-96.5848
0.0796,-95.0931,-96.5829
0.0797,-95.0873,-96.581
0.0798,-95.0815,-96.5791
0.0799,-95.0756,-96.5773
0.08,-95.0698,-96.5754
0.0801,-95.064,-96.5735
0.0802,-95.0581,-96.5716
0.0803,-95.0523,-96.5697
0.0804,-95.0465,-96.5678
0.0805,-95.0407,-96.5659
0.0806,-95.0349,-96.564
0.0807,-95.029,-96.5621
0.0808,-95.0232,-96.5602
0.0809,-95.0174,-96.5583
0.081,-95.0116,-96.5564
0.0811,-95.0058,-96.5545
0.0812,-95,-96.5526
0.0813,-94.9942,-96.5507
0.0814,-94.9884,-96.5488
0.0815,-94.9826,-96.5468
0.0816,-94.9768,-96.5449
0.0817,-94.9711,-96.543
0.0818,-94.9653,-96.5411
0.0819,-94.9595,-96.5391
0.082,-94.9537,-96.5372
0.0821,-94.948,-96.5353
0.0822,-94.9422,-96.5333
0.0823,-94.9364,-96.5314
0.0824,-94.9307,-96.5295
0.0825,-94.9249,-96.5275
0.0826,-94.9192,-96.5256
0.0827,-94.9134,-96.5236
0.0828,-94.9077,-96.5217
0.0829,-94.902,-96.5197
0.083,-94.8962,-96.5178
0.0831,-94.8905,-96.5158
0.0832,-94.8848,-96.5139
0.0833,-94.8791,-96.5119
0.0834,-94.8734,-96.5099
0.0835,-94.8677,-96.508
0.0836,-94.862,-96.506
0.0837,-94.8563,-96.504
0.0838,-94.8506,-96.5021
0.0839,-94.8449,-96.5001
0.084,-94.8392,-96.4981
0.0841,-94.8336,-96.4961
